1508.9969,448.002,351.994,692.0062
1509.0017,448.009,351.9975,691.9988
1508.9918,448.0067,352.0017,691.9978
1509.01,448.0042,352.0063,692.0057
1509.0083,447.9914,352.0049,691.9946
1508.9904,448.0028,352.0074,692.0084
1509.0035,447.9932,352.01,691.9974
1509.0066,447.9921,352.0097,691.9935
1509.0041,447.9937,352.0098,691.9958
1508.9927,447.9972,352.0047,691.9945
1508.9938,447.9963,352.0023,691.9937
1508.9904,447.9986,352.0095,692.0088
1509,448.0043,351.9934,692.0005
1508.9971,447.9907,351.9989,691.9905
1508.9939,447.9989,351.9979,691.9905
1509.001,447.9976,351.994,691.9951
1509.0013,447.9937,352.0009,692.004
1509.001,447.9955,352.0086,692.0048
1509.0019,448.0009,352.0086,692.0024
1999.0095,499.508,364.0012,652.9995
1999.0023,499.5046,363.99,653.0094
1999.0054,499.4989,364.0099,653.0093
1999.0078,499.4978,364.0099,652.9988
1999.0054,499.4938,364.0039,652.9967
1998.9976,499.4947,363.9906,653.0086
1999.0003,499.5093,364.0034,652.9922
1999.0001,499.5019,364.0047,652.9996
1998.9999,499.4958,364.0091,652.9921
1998.9904,499.5092,363.9914,653.0058
1998.9981,499.4913,364.0051,652.9958
1998.9991,499.5049,364.0047,652.9945
1999.0088,499.4985,364.0012,652.9964
1999.0032,499.5019,363.9949,652.9935
1999.0011,499.5084,363.9958,652.9911
1999.0002,499.4904,364.0007,652.9901
1998.9962,499.4998,363.9922,652.9967
1998.9989,499.4936,363.9924,653.007
1998.995,499.5075,363.9928,653.0042
1999.0024,499.5075,364.0087,653.0012
2448.496,427.9999,345.0076,714.0093
2448.4917,427.9925,344.9927,714.0029
2448.4908,427.9985,345.004,714.0011
2448.499,427.9947,345.0012,714.0053
2448.5045,428.0034,344.9919,713.9934
2448.5071,427.9943,344.9904,713.9921
2448.4918,427.9933,345.0063,714.0043
2448.4908,428.0049,344.9954,713.9968
2448.4947,427.9929,344.996,713.9965
2448.4954,427.9988,345.0094,713.9963
2448.5074,428.0034,345.0074,713.9963
2448.5082,427.9986,344.9915,714.0027
2448.492,427.9934,345.0061,714.0092
2448.4978,428.0066,344.9912,713.9997
2448.5099,428.0075,344.994,713.9907
2448.5023,427.9994,344.9975,714.0071
2448.5024,428.0036,344.9936,714.0079
2448.4923,427.993,344.9941,714.0098
2448.5064,427.9915,344.996,714.0046
2448.5002,427.9976,344.9972,714.0022
2876.0011,452.9932,362.0013,668.009
2876.0099,453.0026,361.9986,668.0097
2876,453.0027,361.9903,667.9923
2875.992,452.9979,362.0095,668.0045
2875.9914,452.993,362.0023,667.9938
2875.9961,453.0065,361.9935,667.9925
2876.0081,452.9996,362.0071,667.9982
2876.0072,452.9942,361.9904,667.9982
2875.9975,453.0018,361.9971,667.9973
2875.9943,453.0058,361.9969,668.0043
2875.9984,452.9973,362.0067,668.0005
2876.0053,453.0061,361.995,668.0067
2876.0092,453.0074,361.9905,667.9952
2876.0039,452.994,361.9977,668.0019
2876.0036,452.9948,361.9901,668.0008
2875.999,452.9905,362.0091,668.0065
2876.0023,452.9961,361.9937,668.0067
2875.9919,453.0007,362.001,668.0004
2876.0081,452.9976,361.9909,668.0033
2875.9937,452.9959,362,667.9929
